image,id,choice,annotator,annotation_id,created_at,updated_at,lead_time
/data/upload/3/b30a7e69-147.png,148,"{""choices"": [""human"", ""male"", ""middleAge"", ""mustache"", ""hat"", ""angry"", ""Excite"", ""front"", ""right"", ""dunjeon""]}",1,148,2022-08-26T04:14:45.479273Z,2022-09-05T02:57:35.271247Z,39.606
/data/upload/3/d7cd8905-146.png,147,"{""choices"": [""human"", ""male"", ""young"", ""is_sweat"", ""angry"", ""panic"", ""Excite"", ""front"", ""left"", ""naver2""]}",1,147,2022-08-26T04:14:31.615436Z,2022-09-05T02:57:19.531876Z,39.577
/data/upload/3/d354718b-145.png,146,"{""choices"": [""human"", ""male"", ""closedEye"", ""halfBald"", ""is_sweat"", ""Excite"", ""front"", ""right"", ""naver1""]}",1,146,2022-08-26T04:14:18.620490Z,2022-09-05T02:57:03.213780Z,39.868
/data/upload/3/acdfb9e4-144.png,145,"{""choices"": [""human"", ""male"", ""middleAge"", ""mustache"", ""hat"", ""is_sweat"", ""panic"", ""front"", ""left"", ""dunjeon""]}",1,145,2022-08-26T04:14:05.771572Z,2022-09-05T02:56:32.646956Z,33.111
/data/upload/3/e8bde18d-143.png,144,"{""choices"": [""human"", ""male"", ""young"", ""closedEye"", ""is_sweat"", ""panic"", ""front"", ""right"", ""yahoo""]}",1,144,2022-08-26T03:55:36.275666Z,2022-09-05T02:56:25.320959Z,21.592
/data/upload/3/21ab6114-142.png,143,"{""choices"": [""human"", ""male"", ""young"", ""front"", ""left"", ""naver1""]}",1,143,2022-08-26T03:55:29.218912Z,2022-09-05T02:56:08.283563Z,16.823
/data/upload/3/b92a64ba-141.png,142,"{""choices"": [""human"", ""male"", ""young"", ""bald"", ""is_sweat"", ""panic"", ""front"", ""right"", ""naver1""]}",1,142,2022-08-26T03:55:23.354157Z,2022-09-05T02:55:58.556931Z,33.658
/data/upload/3/79be19e7-140.png,141,"{""choices"": [""human"", ""young"", ""front"", ""naver1""]}",1,141,2022-08-26T03:55:11.088055Z,2022-09-05T02:55:32.701632Z,12.52
/data/upload/3/5ab03c47-139.png,140,"{""choices"": [""human"", ""male"", ""young"", ""is_sweat"", ""left"", ""yahoo""]}",1,140,2022-08-26T03:55:06.034308Z,2022-09-05T02:55:27.269867Z,20.63
/data/upload/3/785a5572-138.png,139,"{""choices"": [""human"", ""male"", ""young"", ""front"", ""yahoo""]}",1,139,2022-08-26T03:54:58.439758Z,2022-09-05T02:55:19.213836Z,25.86
/data/upload/3/4abdcc5c-137.png,138,"{""choices"": [""human"", ""middleAge"", ""front"", ""left"", ""naver1""]}",1,138,2022-08-26T03:54:51.593420Z,2022-09-05T02:55:02.228658Z,46.699
/data/upload/3/55690997-135.png,136,"{""choices"": [""human"", ""male"", ""young"", ""handsome"", ""muscle"", ""front"", ""yahoo""]}",1,136,2022-08-26T03:54:34.327066Z,2022-09-05T02:54:35.325923Z,25.265
/data/upload/3/e4c402e1-134.png,135,"{""choices"": [""human"", ""male"", ""young"", ""closedEye"", ""muscle"", ""happy"", ""front"", ""yahoo""]}",1,135,2022-08-26T03:54:27.230008Z,2022-09-05T02:54:20.933500Z,38.185
/data/upload/3/17559f9f-133.png,134,"{""choices"": [""human"", ""male"", ""young"", ""closedEye"", ""halfBald"", ""happy"", ""Excite"", ""front"", ""right"", ""yahoo""]}",1,134,2022-08-26T03:54:14.443845Z,2022-09-05T02:54:04.779841Z,34.44
/data/upload/3/78451f48-132.png,133,"{""choices"": [""human"", ""male"", ""young"", ""closedEye"", ""mustache"", ""hat"", ""angry"", ""front"", ""right"", ""yahoo""]}",1,133,2022-08-26T03:54:04.528753Z,2022-09-05T02:53:39.754078Z,41.427
/data/upload/3/41f245ae-131.png,132,"{""choices"": [""human"", ""male"", ""young"", ""is_sweat"", ""panic"", ""front"", ""naver1""]}",1,132,2022-08-26T03:53:38.743042Z,2022-09-05T02:53:26.846085Z,31.741999999999997
/data/upload/3/0a8aee23-130.png,131,"{""choices"": [""human"", ""young"", ""closedEye"", ""panic"", ""front"", ""right"", ""yahoo""]}",1,131,2022-08-26T03:53:24.642937Z,2022-09-05T02:53:12.680799Z,27.079
/data/upload/3/94cc0044-129.png,130,"{""choices"": [""human"", ""male"", ""young"", ""bald"", ""angry"", ""sad"", ""crying"", ""front"", ""left"", ""naver1""]}",1,130,2022-08-26T03:53:16.684821Z,2022-09-05T02:52:59.323764Z,33.464
/data/upload/3/5b89b22f-128.png,129,"{""choices"": [""human"", ""male"", ""middleAge"", ""mustache"", ""hat"", ""is_sweat"", ""sad"", ""pain"", ""left"", ""dunjeon""]}",1,129,2022-08-26T03:53:01.339133Z,2022-09-05T02:52:52.254191Z,41.796
/data/upload/3/2237f04c-127.png,128,"{""choices"": [""human"", ""male"", ""young"", ""panic"", ""front"", ""right"", ""yahoo""]}",1,128,2022-08-26T03:52:46.473401Z,2022-09-05T02:52:38.813367Z,30.448
/data/upload/3/8af7cd11-126.png,127,"{""choices"": [""human"", ""male"", ""old"", ""closedEye"", ""blindfold"", ""front"", ""yahoo""]}",1,127,2022-08-26T03:52:40.523380Z,2022-09-05T02:52:29.900243Z,41.697
/data/upload/3/6040d966-125.png,126,"{""choices"": [""human"", ""male"", ""young"", ""is_sweat"", ""sad"", ""pain"", ""left"", ""naver1""]}",1,126,2022-08-26T03:52:29.133621Z,2022-09-05T02:52:07.142350Z,34.742
/data/upload/3/31f89858-124.png,125,"{""choices"": [""human"", ""male"", ""young"", ""closedEye"", ""halfBald"", ""front"", ""left"", ""naver1""]}",1,125,2022-08-26T03:52:18.107905Z,2022-09-05T02:51:35.921053Z,28.799999999999997
/data/upload/3/6c26f8e0-123.png,124,"{""choices"": [""human"", ""male"", ""middleAge"", ""mustache"", ""hat"", ""happy"", ""Excite"", ""front"", ""yahoo""]}",1,124,2022-08-26T03:51:55.789664Z,2022-09-05T02:51:10.483781Z,29.962
/data/upload/3/9d867154-122.png,123,"{""choices"": [""human"", ""male"", ""young"", ""hat"", ""front"", ""yahoo""]}",1,123,2022-08-26T03:51:44.429379Z,2022-09-05T02:50:57.551322Z,18.249
/data/upload/3/0c73733e-121.png,122,"{""choices"": [""human"", ""young"", ""middleAge"", ""front"", ""cookierun""]}",1,122,2022-08-26T03:51:36.296619Z,2022-09-05T02:50:50.199909Z,52.267
/data/upload/3/8545352f-119.png,120,"{""choices"": [""human"", ""male"", ""young"", ""handsome"", ""front"", ""yahoo""]}",1,120,2022-08-26T03:51:20.936754Z,2022-09-05T02:50:31.661280Z,26.407
/data/upload/3/ec2634dd-118.png,119,"{""choices"": [""human"", ""male"", ""middleAge"", ""mustache"", ""hat"", ""angry"", ""Excite"", ""front"", ""left"", ""dunjeon""]}",1,119,2022-08-26T03:51:15.002431Z,2022-09-05T02:50:19.544695Z,36.821
/data/upload/3/3ab9c1cc-117.png,118,"{""choices"": [""human"", ""male"", ""halfBald"", ""Excite"", ""front"", ""left"", ""yahoo""]}",1,118,2022-08-26T03:49:08.329293Z,2022-09-05T02:50:06.609149Z,34.094
/data/upload/3/6e6e3a0e-116.png,117,"{""choices"": [""human"", ""male"", ""middleAge"", ""mustache"", ""hat"", ""angry"", ""front"", ""left"", ""yahoo"", ""naver1""]}",1,117,2022-08-26T03:48:52.505291Z,2022-09-05T02:49:51.347954Z,34.155
/data/upload/3/03677be4-115.png,116,"{""choices"": [""human"", ""male"", ""middleAge"", ""mustache"", ""hat"", ""sad"", ""crying"", ""right"", ""naver1""]}",1,116,2022-08-26T03:48:41.413821Z,2022-09-05T02:49:32.169420Z,28.851999999999997
/data/upload/3/fe46fb34-114.png,115,"{""choices"": [""human"", ""male"", ""young"", ""happy"", ""Excite"", ""front"", ""left"", ""naver1""]}",1,115,2022-08-26T03:47:36.608351Z,2022-09-05T02:49:22.517130Z,23.156
/data/upload/3/a4913c2c-113.png,114,"{""choices"": [""human"", ""male"", ""young"", ""panic"", ""Excite"", ""front"", ""left"", ""yahoo""]}",1,114,2022-08-26T03:47:21.203285Z,2022-09-05T02:49:14.826170Z,31.811999999999998
/data/upload/3/c1b522a3-84.png,85,"{""choices"": [""human"", ""male"", ""middleAge"", ""closedEye"", ""mustache"", ""hat"", ""sad"", ""pain"", ""front"", ""right"", ""dunjeon""]}",1,85,2022-08-26T03:40:48.647983Z,2022-09-05T02:48:57.514828Z,42.018
/data/upload/3/ecca26b4-83.png,84,"{""choices"": [""human"", ""male"", ""young"", ""bald"", ""is_sweat"", ""panic"", ""front"", ""left"", ""naver1""]}",1,84,2022-08-26T03:40:35.825169Z,2022-09-05T02:48:44.323016Z,36.518
/data/upload/3/e5452c37-81.png,82,"{""choices"": [""human"", ""male"", ""young"", ""closedEye"", ""sad"", ""crying"", ""front"", ""left"", ""naver1""]}",1,82,2022-08-26T03:40:09.758985Z,2022-09-05T02:48:26.471115Z,26.737000000000002
/data/upload/3/9b8809f8-82.png,83,"{""choices"": [""human"", ""male"", ""young"", ""handsome"", ""closedEye"", ""muscle"", ""front"", ""yahoo""]}",1,83,2022-08-26T03:40:21.970767Z,2022-09-05T02:48:12.851849Z,28.566000000000003
/data/upload/3/f76b1438-86.png,87,"{""choices"": [""human"", ""male"", ""middleAge"", ""glasses"", ""front"", ""left"", ""naver1""]}",1,87,2022-08-26T03:41:47.017967Z,2022-09-05T02:47:56.148548Z,39.125
/data/upload/3/107714a3-88.png,89,"{""choices"": [""human"", ""male"", ""old"", ""halfBald"", ""crying"", ""happy"", ""front"", ""left"", ""yahoo""]}",1,89,2022-08-26T03:42:20.158945Z,2022-09-05T02:47:42.204124Z,31.885
/data/upload/3/203c20db-95.png,96,"{""choices"": [""human"", ""young"", ""front"", ""naver1""]}",1,96,2022-08-26T03:43:53.471111Z,2022-09-05T02:47:21.196783Z,22.462
/data/upload/3/393bb8de-94.png,95,"{""choices"": [""human"", ""male"", ""middleAge"", ""bald"", ""glasses"", ""front"", ""yahoo""]}",1,95,2022-08-26T03:43:44.883732Z,2022-09-05T02:47:13.143933Z,22.876
/data/upload/3/76d14e66-79.png,80,"{""choices"": [""human"", ""male"", ""middleAge"", ""mustache"", ""hat"", ""happy"", ""Excite"", ""front"", ""dunjeon""]}",1,80,2022-08-26T03:39:43.030413Z,2022-09-05T02:47:04.380873Z,27.769
/data/upload/3/6959904b-78.png,79,"{""choices"": [""human"", ""male"", ""old"", ""bald"", ""behind"", ""left"", ""yahoo""]}",1,79,2022-08-26T03:39:30.354532Z,2022-09-05T02:46:51.557162Z,30.083999999999996
/data/upload/3/2956f092-77.png,78,"{""choices"": [""human"", ""male"", ""old"", ""closedEye"", ""bald"", ""angry"", ""panic"", ""front"", ""right"", ""yahoo""]}",1,78,2022-08-26T03:39:22.672345Z,2022-09-05T02:46:38.481897Z,28.805
/data/upload/3/46bcdf7f-76.png,77,"{""choices"": [""human"", ""male"", ""young"", ""is_sweat"", ""angry"", ""front"", ""left"", ""yahoo""]}",1,77,2022-08-26T03:39:13.214224Z,2022-09-05T02:46:20.725484Z,20.264
/data/upload/3/8b8708e2-75.png,76,"{""choices"": [""human"", ""male"", ""middleAge"", ""bald"", ""mustache"", ""front"", ""left"", ""hearth""]}",1,76,2022-08-26T03:39:01.542122Z,2022-09-05T02:46:12.025233Z,33.436
/data/upload/3/266cb78d-74.png,75,"{""choices"": [""human"", ""male"", ""child"", ""Excite"", ""front"", ""right"", ""yahoo""]}",1,75,2022-08-26T03:38:51.731333Z,2022-09-05T02:45:50.873036Z,40.613
/data/upload/3/5ede0295-73.png,74,"{""choices"": [""human"", ""male"", ""middleAge"", ""glasses"", ""angry"", ""front"", ""naver2""]}",1,74,2022-08-26T03:38:42.606477Z,2022-09-05T02:45:32.333374Z,23.636
/data/upload/3/9da253cc-72.png,73,"{""choices"": [""male"", ""young"", ""horn"", ""front"", ""hearth""]}",1,73,2022-08-26T03:38:27.379519Z,2022-09-05T02:45:24.302785Z,74.242
/data/upload/3/20d54ff4-71.png,72,"{""choices"": [""human"", ""male"", ""middleAge"", ""mustache"", ""hat"", ""front"", ""right"", ""dunjeon""]}",1,72,2022-08-26T03:36:30.916109Z,2022-09-05T02:45:13.319718Z,22.216
/data/upload/3/13a7ec71-69.png,70,"{""choices"": [""human"", ""male"", ""young"", ""is_sweat"", ""front"", ""left"", ""naver1""]}",1,70,2022-08-26T03:36:12.738319Z,2022-09-05T02:44:58.946107Z,19.145
/data/upload/3/59acf43e-68.png,69,"{""choices"": [""animal"", ""reptile"", ""monster"", ""front"", ""hearth""]}",1,69,2022-08-26T03:36:03.118081Z,2022-09-05T02:44:51.522066Z,30.493000000000002
/data/upload/3/928c2f7f-67.png,68,"{""choices"": [""human"", ""male"", ""middleAge"", ""closedEye"", ""hat"", ""is_sweat"", ""front"", ""cookierun""]}",1,68,2022-08-26T03:35:55.608924Z,2022-09-05T02:44:37.454163Z,24.225
/data/upload/3/28e17125-66.png,67,"{""choices"": [""animal"", ""insect"", ""middleAge"", ""happy"", ""Excite"", ""front"", ""yahoo""]}",1,67,2022-08-26T03:35:43.520668Z,2022-09-05T02:44:27.394411Z,34.489000000000004
/data/upload/3/4162f9e6-65.png,66,"{""choices"": [""human"", ""male"", ""monster"", ""middleAge"", ""mustache"", ""happy"", ""front"", ""hearth""]}",1,66,2022-08-26T03:35:34.120037Z,2022-09-05T02:44:06.854135Z,37.767
/data/upload/3/bf7c0180-64.png,65,"{""choices"": [""male"", ""young"", ""hat"", ""front"", ""left"", ""cookierun""]}",1,65,2022-08-26T03:35:20.819809Z,2022-09-05T02:43:55.642114Z,28.028
/data/upload/3/9d570abd-63.png,64,"{""choices"": [""human"", ""male"", ""young"", ""bald"", ""is_sweat"", ""front"", ""left"", ""naver1""]}",1,64,2022-08-26T03:35:09.645807Z,2022-09-05T02:43:42.685989Z,16.536
/data/upload/3/94f9397e-62.png,63,"{""choices"": [""human"", ""male"", ""young"", ""Excite"", ""front"", ""yahoo""]}",1,63,2022-08-26T03:35:01.278322Z,2022-09-05T02:43:36.396453Z,23.528000000000002
/data/upload/3/6393fcbb-61.png,62,"{""choices"": [""human"", ""male"", ""middleAge"", ""mustache"", ""hat"", ""left"", ""dunjeon""]}",1,62,2022-08-26T03:34:51.111123Z,2022-09-05T02:43:26.151937Z,24.122999999999998
/data/upload/3/ac7333d2-60.png,61,"{""choices"": [""human"", ""male"", ""middleAge"", ""mustache"", ""hat"", ""sad"", ""crying"", ""front"", ""naver1""]}",1,61,2022-08-26T03:32:12.280255Z,2022-09-05T02:43:21.803930Z,21.96
/data/upload/3/76a80f5b-59.png,60,"{""choices"": [""human"", ""male"", ""old"", ""sad"", ""front"", ""naver1""]}",1,60,2022-08-26T03:31:56.324633Z,2022-09-05T02:43:16.944737Z,24.06
/data/upload/3/1dde5115-58.png,59,"{""choices"": [""human"", ""male"", ""middleAge"", ""glasses"", ""angry"", ""front"", ""right"", ""naver1""]}",1,59,2022-08-26T03:30:49.324610Z,2022-09-05T02:43:11.299095Z,23.186
/data/upload/3/6c311f4a-57.png,58,"{""choices"": [""human"", ""bald"", ""front"", ""naver1""]}",1,58,2022-08-26T03:30:35.739286Z,2022-09-05T02:43:07.959284Z,13.369
/data/upload/3/1aa0cb41-56.png,57,"{""choices"": [""human"", ""middleAge"", ""old"", ""front"", ""dunjeon""]}",1,57,2022-08-26T03:30:25.401935Z,2022-09-05T02:43:04.177452Z,16.153
/data/upload/3/336777a1-55.png,56,"{""choices"": [""human"", ""male"", ""young"", ""bald"", ""is_sweat"", ""Excite"", ""front"", ""right"", ""naver1""]}",1,56,2022-08-26T03:30:16.958300Z,2022-09-05T02:42:58.628229Z,28.878
/data/upload/3/6da303fc-54.png,55,"{""choices"": [""human"", ""male"", ""young"", ""right"", ""yahoo""]}",1,55,2022-08-26T03:30:03.460206Z,2022-09-05T02:42:50.588742Z,20.886
/data/upload/3/c714ba2a-53.png,54,"{""choices"": [""human"", ""young"", ""front"", ""left"", ""yahoo""]}",1,54,2022-08-26T03:29:50.898948Z,2022-09-05T02:42:39.058543Z,19.118
/data/upload/3/c67c86ec-48.png,49,"{""choices"": [""animal"", ""mammal"", ""monster"", ""horn"", ""angry"", ""front"", ""hearth""]}",1,49,2022-08-26T03:29:00.117599Z,2022-09-05T02:42:29.749000Z,30.393
/data/upload/3/4d9c1b5c-4.png,5,"{""choices"": [""human"", ""male"", ""monster"", ""middleAge"", ""bald"", ""horn"", ""happy"", ""front"", ""naver1""]}",1,5,2022-08-26T03:19:20.565832Z,2022-09-05T02:41:44.487731Z,48.012
/data/upload/3/93abaa1a-19.png,20,"{""choices"": [""human"", ""young"", ""angry"", ""front"", ""cookierun""]}",1,20,2022-08-26T03:22:37.510375Z,2022-09-05T02:40:20.422766Z,31.528
/data/upload/3/b10bba21-241.png,242,"{""choices"": [""human"", ""male"", ""monster"", ""middleAge"", ""mustache"", ""Excite"", ""front"", ""right"", ""hearth""]}",1,242,2022-08-26T04:29:55.034438Z,2022-09-05T02:38:48.354126Z,35.113
/data/upload/3/1db3a593-240.png,241,"{""choices"": [""human"", ""male"", ""young"", ""bald"", ""happy"", ""Excite"", ""front"", ""left"", ""naver1""]}",1,241,2022-08-26T04:29:39.350896Z,2022-09-05T02:38:29.996769Z,27.131
/data/upload/3/3c9285f5-239.png,240,"{""choices"": [""human"", ""male"", ""middleAge"", ""bald"", ""mustache"", ""angry"", ""front"", ""left"", ""yahoo""]}",1,240,2022-08-26T04:29:29.554852Z,2022-09-05T02:38:12.386094Z,26.564999999999998
/data/upload/3/749109f0-238.png,239,"{""choices"": [""human"", ""male"", ""young"", ""is_sweat"", ""Excite"", ""front"", ""right"", ""yahoo""]}",1,239,2022-08-26T04:29:19.694953Z,2022-09-05T02:37:54.349873Z,24.099
/data/upload/3/07dbaadb-237.png,238,"{""choices"": [""human"", ""male"", ""young"", ""mustache"", ""is_sweat"", ""boring"", ""panic"", ""front"", ""left"", ""naver1""]}",1,238,2022-08-26T04:29:09.280229Z,2022-09-05T02:37:37.340421Z,33.748000000000005
/data/upload/3/fe78921c-236.png,237,"{""choices"": [""human"", ""young"", ""middleAge"", ""hat"", ""happy"", ""Excite"", ""front"", ""right"", ""cookierun""]}",1,237,2022-08-26T04:29:00.205644Z,2022-09-05T02:37:15.637988Z,39.687000000000005
/data/upload/3/68651838-235.png,236,"{""choices"": [""male"", ""monster"", ""happy"", ""front"", ""right"", ""hearth""]}",1,236,2022-08-26T04:28:53.278054Z,2022-09-05T02:36:52.513601Z,41.592
/data/upload/3/dc55a415-234.png,235,"{""choices"": [""human"", ""male"", ""young"", ""handsome"", ""closedEye"", ""muscle"", ""happy"", ""front"", ""yahoo""]}",1,235,2022-08-26T04:28:48.187372Z,2022-09-05T02:36:32.359995Z,29.247
/data/upload/3/054d99e4-233.png,234,"{""choices"": [""human"", ""male"", ""young"", ""closedEye"", ""bald"", ""crying"", ""happy"", ""Excite"", ""right"", ""yahoo""]}",1,234,2022-08-26T04:28:42.932143Z,2022-09-05T02:36:09.090409Z,25.807000000000002
/data/upload/3/0f936f6d-232.png,233,"{""choices"": [""human"", ""male"", ""middleAge"", ""closedEye"", ""hat"", ""is_sweat"", ""front"", ""left"", ""naver1""]}",1,233,2022-08-26T04:28:33.856609Z,2022-09-05T02:35:50.828595Z,32.093
/data/upload/3/67172a27-231.png,232,"{""choices"": [""human"", ""male"", ""monster"", ""young"", ""bald"", ""muscle"", ""happy"", ""front"", ""dunjeon""]}",1,232,2022-08-26T04:28:24.397042Z,2022-09-05T02:35:31.357875Z,34.295
/data/upload/3/5a284755-230.png,231,"{""choices"": [""human"", ""male"", ""young"", ""closedEye"", ""mustache"", ""hat"", ""front"", ""yahoo""]}",1,231,2022-08-26T04:28:21.175975Z,2022-09-05T02:35:08.751841Z,26.688000000000002
/data/upload/3/15d4bcf8-229.png,230,"{""choices"": [""human"", ""male"", ""young"", ""hat"", ""front"", ""left"", ""cookierun""]}",1,230,2022-08-26T04:28:12.589393Z,2022-09-05T02:34:42.964899Z,30.433
/data/upload/3/cb5b2997-228.png,229,"{""choices"": [""human"", ""male"", ""closedEye"", ""mustache"", ""hat"", ""pain"", ""front"", ""left"", ""naver1""]}",1,229,2022-08-26T04:28:04.203569Z,2022-09-05T02:34:25.678406Z,22.214
/data/upload/3/4d12e4e2-227.png,228,"{""choices"": [""human"", ""male"", ""young"", ""fat"", ""fleckles"", ""glasses"", ""hat"", ""front"", ""naver1""]}",1,228,2022-08-26T04:27:57.803762Z,2022-09-05T02:34:10.854789Z,25.878999999999998
/data/upload/3/b3b06555-226.png,227,"{""choices"": [""human"", ""male"", ""middleAge"", ""halfBald"", ""bald"", ""happy"", ""Excite"", ""front"", ""right"", ""yahoo""]}",1,227,2022-08-26T04:27:52.932981Z,2022-09-05T02:33:55.152197Z,35.974000000000004
/data/upload/3/c7c05c6e-225.png,226,"{""choices"": [""human"", ""male"", ""young"", ""fat"", ""fleckles"", ""glasses"", ""front"", ""naver1""]}",1,226,2022-08-26T04:27:42.647961Z,2022-09-05T02:33:33.068203Z,32.114999999999995
/data/upload/3/5378785a-224.png,225,"{""choices"": [""human"", ""male"", ""young"", ""is_sweat"", ""panic"", ""Excite"", ""left"", ""naver1""]}",1,225,2022-08-26T04:27:26.582810Z,2022-09-05T02:33:13.990114Z,31.605999999999998
/data/upload/3/ec8ef92d-223.png,224,"{""choices"": [""human"", ""male"", ""young"", ""closedEye"", ""is_sweat"", ""panic"", ""front"", ""right"", ""yahoo""]}",1,224,2022-08-26T04:27:18.154369Z,2022-09-05T02:32:54.413740Z,25.545
/data/upload/3/10499697-222.png,223,"{""choices"": [""human"", ""male"", ""young"", ""boring"", ""right"", ""naver1""]}",1,223,2022-08-26T04:27:09.047366Z,2022-09-05T02:32:42.324971Z,82.154
/data/upload/3/43f73296-221.png,222,"{""choices"": [""human"", ""male"", ""young"", ""muscle"", ""front"", ""left"", ""yahoo""]}",1,222,2022-08-26T04:27:04.416674Z,2022-09-05T02:32:26.777848Z,18.310000000000002
/data/upload/3/c1e22986-220.png,221,"{""choices"": [""human"", ""male"", ""halfBald"", ""front"", ""left"", ""naver1""]}",1,221,2022-08-26T04:26:59.598359Z,2022-09-05T02:32:09.460551Z,22.348
/data/upload/3/46a346b0-219.png,220,"{""choices"": [""human"", ""male"", ""closedEye"", ""is_sweat"", ""panic"", ""front"", ""right"", ""naver1""]}",1,220,2022-08-26T04:26:47.635055Z,2022-09-05T02:31:54.597738Z,24.509
/data/upload/3/10819623-218.png,219,"{""choices"": [""human"", ""male"", ""middleAge"", ""bald"", ""happy"", ""behind"", ""right"", ""naver1""]}",1,219,2022-08-26T04:26:38.290711Z,2022-09-05T02:31:39.817958Z,20.835
/data/upload/3/f5c79852-217.png,218,"{""choices"": [""human"", ""male"", ""young"", ""front"", ""right"", ""yahoo""]}",1,218,2022-08-26T04:26:32.322168Z,2022-09-05T02:31:24.667730Z,19.457
